title,collection_id,source_type,chunks,year,authority,url,docId
Lapsehoiuteenus,kov_services,TEXT,1,,,https://viljandivald.ee/toiming/lapsehoiuteenus,kov::viljandi-vald::item::viljandi_vald_service_lapsehoiuteenus
Lapsehoiuteenus,kov_services,TEXT,2,,,https://vinnivald.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/sotsiaalteenused/,kov::vinni-vald::item::vinni_vald_service_lapsehoiuteenus
Lapsehoiuteenus,kov_services,TEXT,2,,,https://vormsi.ee/elu-vormsil/sotsiaalhoolekanne/sotsiaalteenused/,kov::vormsi-vald::item::vormsi_vald_service_lapsehoiuteenus
Lapsehoiuteenus erivajadusega lapsele,kov_services,TEXT,2,,,https://www.kiilivald.ee/lapsehoiuteenus-puudega-lapsele,kov::kiili-vald::item::kiili_vald_service_lapsehoiuteenus_erivajadusega_lapsele
Lapsehoiuteenus puuetega lastele,kov_services,TEXT,2,,,https://vald.hiiumaa.ee/perekond-ja-sotsiaalabi/laste-ja-perede-heaolu/tugiteenused-lastele-hiiumaa-vallas,kov::hiiumaa_vald::item::hiiumaa_vald_service_lapsehoiuteenus
Lapsehoiuteenus raske ja sügava puudega lapsele,kov_services,TEXT,2,,,https://kanepi.ee/pere-sotsiaal-ja-tervishoid/laste-ja-perede-heaolu/erivajadusega-laps,kov::kanepi-vald::item::kanepi_vald_service_lapsehoiuteenus_raske_ja_sugava_puudega_lapsele
Lapsehoiuteenus raske või sügava puudega lapsele,kov_services,TEXT,2,,,https://valga.ee/pere-sotsiaal-ja-tervishoid/toimetulekuraskusega-inimesed/teenused/,kov::valga-vald::item::valga_vald_service_lapsehoiuteenus_puudega_lapsele
Lapsehoiuteenus suure hooldus- ja abivajadusega lapsele,kov_services,TEXT,1,,,https://anija.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/sotsiaalteenused/,kov::anija-vald::item::anija_vald_service_lapsehoiuteenus_suure_hooldus_ja_abivajadusega_lapsele
Lapsehoiuteenus suure hooldus- ja abivajadusega lapsele,kov_services,TEXT,2,,,https://raasiku.ee/toiming/lapsehoiuteenus-suure-hooldus-ja-abjvajadusega-lapsele,kov::raasiku-vald::item::raasiku_vald_service_lapsehoiuteenus_suure_hooldus_ja_abivajadusega_lapsele
Lapsehoiuteenuse korraldamine,kov_services,TEXT,2,,,https://kohila.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/lastekaitse/,kov::kohila-vald::item::kohila_vald_service_lapsehoiuteenuse_korraldamine
Lapsehoiuteenuse taotlus,kov_services,TEXT,1,,,https://luunja.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/teenused-ja-toetused-laps-ja-pere/,kov::luunja-vald::item::luunja_vald_form_lapsehoiuteenuse_taotlus
Lapsehoiuteenuse taotlus,kov_services,TEXT,1,,,https://www.narva.ee/blanketid-ja-vormid,kov::narva-linn::item::narva_linn_form_lapsehoiuteenuse_taotlus
Lapsehoiuteenuse taotlus,kov_services,TEXT,1,,,https://nvv.ee/documents/1432271//lapsehoiuteenuse%2Btaotlus.docx/796e2efe-4cb8-42eb-93f4-a8d172256a00,kov::noo-vald::item::noo_vald_form_lapsehoiuteenuse_taotlus
Lapsehoiuteenuse taotlus suure hoolduskoormuse ja abivajadusega lapsele,kov_services,TEXT,1,,,https://rapla.ee/juhtimine-ja-majandus/asjaajamine-ja-korrad/blanketid/,kov::rapla-vald::item::rapla_vald_form_lapsehoiuteenuse_taotlus
Lapsehoiuteenuse toetus,kov_services,TEXT,2,,,https://joelahtme.ee/lapsehoiuteenuse-toetus,kov::joelahtme-vald::item::joelahtme_vald_benefit_lapsehoiuteenuse_toetus
Lapsehoiuteenuse toetus,kov_services,TEXT,2,,,https://www.kosevald.ee/toetused-laps-ja-pere,kov::kose-vald::item::kose_vald_benefit_lapsehoiuteenuse_toetus
Lapsehoiuteenuse toetus,kov_services,TEXT,2,,,https://www.kuusalu.ee/lapsehoiuteenus,kov::kuusalu-vald::item::kuusalu_vald_benefit_lapsehoiuteenuse_toetus
Lapsehoiuteenuse toetuse taotlus,kov_services,TEXT,1,,,https://anija.ee/wp-content/uploads/2024/12/Lapsehoiuteenuse-toetuse-taotlus.DOC.doc,kov::anija-vald::item::anija_vald_form_lapsehoiuteenuse_taotlus
Lapsehoiutoetus,kov_services,TEXT,1,,,https://maardu.ee/lapsehoiutoetus,kov::maardu-linn::item::maardu_linn_benefit_lapsehoiutoetus
Lapsehoiutoetuse taotlus,kov_services,TEXT,1,,,https://maardu.ee/lapsehoiutoetus,kov::maardu-linn::item::maardu_linn_form_lapsehoiutoetuse_taotlus
Lapsele sotsiaalteenuse saamise blankett,kov_services,TEXT,1,,,https://jarvavald.ee/pere-sotsiaal-ja-tervishoid/sotsiaaltoetused-ja-hoolekanne/sotsiaalhoolekande-e-taotlused-ja-blanketid,kov::jarva-vald::item::jarva_vald_form_lapsele_sotsiaalteenuse_blankett
Lapsendamise ja hooldusperre paigutamise järgne hindamine / lõpparuanne,research_reports,FILE,272,2020,,https://www.praxis.ee/uploads/2020/12/Lo%CC%83pparuanne_20.11.20.pdf,praxis_centar_lapsendamise_ja_hooldusperre_paigutamise_jargne_hindamine_lo
Lapsendamise ja hooldusperre paigutamise seiresüsteem,sotsiaaltoo_articles,FILE,28,2021,,,sotsiaaltoo-2-2021-lapsendamise-hooldusperre-seiresysteem-2021-2
Lapseröövi ja elatisega seotud küsimused – fookuses on Soome,sotsiaaltoo_articles,FILE,11,2019,,,sotsiaaltoo-3-2019-lapserooiv-ja-elatis-soome-2019
Lapsesse puutuvate vaidluste lahendamine,kov_services,TEXT,1,,,https://keila.ee/ametnikud/laste_heaolu/,kov::keila-linn::item::keila_linn_resource_lapsesse_puutuvad_vaidlused
Lapsesõbralik lastekaitse – lastekaitsetöötajate vaade,sotsiaaltoo_articles,FILE,23,2019,,,sotsiaaltoo-3-2019-lapsesobralik-lastekaitse-lastekaitsetootajate-vaade-2019
Lapsesõbralik menetlus. Lapse õigused vanemate vahelistes hooldus- ja suhtlusõiguse vaidlustes,sotsiaaltoo_articles,FILE,21,2019,,,sotsiaaltoo-3-2019-lapsesobralik-menetlus-hooldus-ja-suhtlusoigus-2019
Lapsetoetus,kov_services,TEXT,1,,,https://nvv.ee/sotsiaaltoetused1,kov::noo-vald::item::noo_vald_benefit_lapsetoetus
Lapsetoetuse taotlemise avaldus,kov_services,TEXT,1,,,https://nvv.ee/documents/1432271//Lapsetoetus%2Bblankett%2B2.doc/f180fb23-382d-4dd4-9cbc-6f67e686b7d0,kov::noo-vald::item::noo_vald_form_lapsetoetus
Lapsevanema taotlus teenuse saamiseks,kov_services,TEXT,2,,,https://rougevald.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaalteenused/lapsehoiu-ja-tugiisikuteenus/,kov::rouge-vald::item::rouge_vald_form_lapsevanema_taotlus_teenuse_saamiseks
Lapsevanemale abi,kov_services,TEXT,1,,,https://kihnu.ee/pere-sotsiaal-tervishoid/laste-ja-perede-heaolu/lastekaitse/lapsevanemale-abi/,kov::kihnu-vald::item::kihnu_vald_resource_lapsevanemale_abi
Lapsevanematele mõeldud abiviited,kov_services,TEXT,1,,,https://narva-joesuu.ee/lapsevanematele,kov::narva-joesuu-linn::item::narva_joesuu_linn_resource_lapsevanematele_viited
Larisa Bõkova,kov_services,TEXT,1,,,https://voru.ee/kontakt,kov::voru-linn::item::voru_linn_contact_larisa_bokova
Laste abivahendite toetus,kov_services,TEXT,2,,,https://rougevald.ee/juhtimine-ja-majandus/asjaajamine/asjaajamisjuhised-ja-blanketid/,kov::rouge-vald::item::rouge_vald_benefit_laste_abivahendi_toetus
Laste esindajate suutlikkus toetada lapse osalemist menetlustes,sotsiaaltoo_articles,FILE,18,2018,,,sotsiaaltoo-4-2018-laste-esindajate-suutlikkus-2018
Laste Hoolekande Asutus Lootus,kov_services,TEXT,1,,,https://www.sillamae.ee/et/pere-sotsiaal-ja-tervishoid/tervise-ja-hoolekandeasutused/hoolekandeasutused,kov::sillamae-linn::item::sillamae_linn_resource_laste_hoolekande_asutus_lootus
Laste ja noorte ennetav abistamine,sotsiaaltoo_articles,FILE,10,2020,,,sotsiaaltoo-3-2020-laste-ja-noorte-ennetav-abistamine-2020-3
Laste ja noorte huvihariduse ja huvitegevuse toetuse taotlus,kov_services,TEXT,2,,,https://www.lyganuse.ee/asjaajamisjuhised-ja-blanketid,kov::luganuse-vald::item::luganuse_vald_form_huvihariduse_huvitegevuse_toetuse_taotlus
Laste ja noorte leinanõustamine,kov_services,TEXT,1,,,https://setomaa.ee/pere-sotsiaal-ja-tervishoid/toetus-ja-kaitse-peredele/lastekaitse/,kov::setomaa-vald::item::setomaa_vald_resource_laste_ja_noorte_leinanoustamine
Laste ja noorte prillitoetus,kov_services,TEXT,2,,,https://rougevald.ee/juhtimine-ja-majandus/asjaajamine/asjaajamisjuhised-ja-blanketid/,kov::rouge-vald::item::rouge_vald_benefit_laste_ja_noorte_prillitoetus
Laste ja perede heaolu,kov_services,TEXT,2,,,https://vinnivald.ee/pere-sotsiaal-ja-tervishoid/abi/laste-ja-perede-heaolu/,kov::vinni-vald::item::vinni_vald_resource_laste_ja_perede_heaolu
Laste ja perede heaolu osakond,kov_services,TEXT,1,,,https://parnu.ee/perekond-sotsiaal-tervis/kontaktid/laste-ja-perede-heaolu-osakond,kov::parnu-linn::item::parnu_linn_contact_laste_ja_perede_heaolu_osakond
Laste ja perede heaolu suurendavad seadusemuudatused,sotsiaaltoo_articles,FILE,16,2024,,,sotsiaaltoo-2-2024-laste-ja-perede-heaolu-suurendavad-seadusemuudatused-2024-2
Laste ja perede heaolu töövaldkond,kov_services,TEXT,2,,,https://kohtla-jarve.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/laste-ja-perede-heaolu/,kov::kohtla-jarve-linn::item::kohtla_jarve_linn_resource_lastekaitse_toovaldkond
Laste ja perede komisjon,kov_services,TEXT,1,,,https://viljandi.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/abi-lapsele-ja-perele/,kov::viljandi-linn::item::viljandi_linn_resource_laste_ja_perede_komisjon
Laste ja perede nõustamine,kov_services,TEXT,1,,,https://luunja.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/sotsiaalnoustamine-lapsele-ja-perele/,kov::luunja-vald::item::luunja_vald_service_laste_ja_perede_noustamine
Laste jõulupakid,kov_services,TEXT,1,,,https://luunja.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/teenused-ja-toetused-laps-ja-pere/,kov::luunja-vald::item::luunja_vald_benefit_laste_joulupakid
Laste kokkupuude paarisuhtevägivallaga: mida peaks spetsialist teadma?,sotsiaaltoo_articles,FILE,17,2019,,,sotsiaaltoo-3-2019-laste-kokkupuude-paarisuhtevaegivallaga-2019
Laste laagris osalemise toetus,kov_services,TEXT,2,,,https://www.lyganuse.ee/sotsiaaltoetused,kov::luganuse-vald::item::luganuse_vald_benefit_laste_laagris_osalemise_toetus
Laste prillitoetus,kov_services,TEXT,2,,,https://www.kosevald.ee/toetused-laps-ja-pere,kov::kose-vald::item::kose_vald_benefit_laste_prillitoetus
Laste prillitoetus,kov_services,TEXT,2,,,https://mustveevald.kovtp.ee/blanketid-ja-vormid,kov::mustvee-vald::item::mustvee_vald_benefit_laste_prillitoetus
Laste prillitoetus,kov_services,TEXT,2,,,https://www.poltsamaa.ee/laste-prillitoetus,kov::poltsamaa-vald::item::poltsamaa_vald_benefit_laste_prillitoetus
Laste päevakeskus,kov_services,TEXT,1,,,https://www.tallinn.ee/et/teenused/laste-paevakeskus,kov::tallinn::item::tallinn_service_laste_paevakeskus
Laste ravimite ja abivahendite toetus,kov_services,TEXT,2,,,https://peipsivald.ee/sites/default/files/documents/2025-05/Laste%20ravimite%20ja%20abivahendite%20toetus.doc,kov::peipsiaare-vald::item::peipsiaare_vald_benefit_laste_ravimite_ja_abivahendite_toetus
Laste ravimite ja abivahendite toetuse taotlus,kov_services,TEXT,1,,,https://peipsivald.ee/sites/default/files/documents/2025-05/Laste%20ravimite%20ja%20abivahendite%20toetus.doc,kov::peipsiaare-vald::item::peipsiaare_vald_form_laste_ravimite_ja_abivahendite_toetus_doc
Laste subjektiivne heaolu kohalikus ja rahvusvahelises vaates,national_guidelines,FILE,244,2020,,https://www.stat.ee/sites/default/files/2020-07/Laste_subjektiivne_heaolu_kohalikus_ja_rahvusvahelises_vaates.pdf,statistikaamet_laste_subjektiivne_heaolu_kohalikus_ja_rahvusvahelises_vaate
Laste suvepuhkuse toetus,kov_services,TEXT,2,,,https://www.narva.ee/sotsiaaltoetused/-/asset_publisher/c6DGSHfBeUiA/content/laste-suvepuhkuse-toetus,kov::narva-linn::item::narva_linn_benefit_laste_suvepuhkuse_toetus
Laste suvepuhkuse toetuse taotlus,kov_services,TEXT,1,,,https://www.narva.ee/blanketid-ja-vormid,kov::narva-linn::item::narva_linn_form_laste_suvepuhkuse_toetuse_taotlus
Laste toetamine Luunja vallas ja tugikeskus,kov_services,TEXT,1,,,https://luunja.ee/haridus-kultuur-kogukonnad/haridus/luunja-valla-tugikeskus/,kov::luunja-vald::item::luunja_vald_resource_laste_toetamine_ja_tugikeskus
Laste toitlustamise toetus,kov_services,TEXT,2,,,https://anija.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/peretoimingud-ja-sotsiaaltoetused/,kov::anija-vald::item::anija_vald_benefit_laste_toitlustamise_toetus
Laste toitlustamise toetus,kov_services,TEXT,2,,,https://www.pohja-sakala.ee/sotsiaaltoetused-valla-eelarvest,kov::pohja-sakala-vald::item::pohja_sakala_vald_benefit_laste_toitlustamise_toetus
Laste toitlustamise toetuse avaldus,kov_services,TEXT,1,,,https://anija.ee/wp-content/uploads/2024/12/Laste-toitlustamise-toetuse-avaldus2018.DOC.doc,kov::anija-vald::item::anija_vald_form_laste_toitlustamise_toetuse_avaldus
Laste tugisüsteemi areng Saaremaa vallas,sotsiaaltoo_articles,FILE,15,2024,,,sotsiaaltoo-2-2024-laste-tugisusteemi-areng-saaremaa-vallas-2024-2
Laste turvakodu,kov_services,TEXT,1,,,https://www.tallinn.ee/et/teenused/laste-turvakodu,kov::tallinn::item::tallinn_service_laste_turvakodu
Laste turvakoduteenus,kov_services,TEXT,2,,,https://viljandi.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/abi-lapsele-ja-perele/,kov::viljandi-linn::item::viljandi_linn_service_laste_turvakoduteenus
Laste Vaimse Tervise Keskus,kov_services,TEXT,1,,,https://kehtna.ee/pere-sotsiaalabi-ja-tervishoid/laste-ja-perede-heaolu/teata-abivajavast-lapsest/,kov::kehtna-vald::item::kehtna_vald_resource_laste_vaimse_tervise_keskus
Laste või lapsega pere toimetuleku toetus,kov_services,TEXT,2,,,https://rapla.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/sissetulekust-soltuvad-toetused/,kov::rapla-vald::item::rapla_vald_benefit_laste_lapsega_pere_toimetuleku_toetus
"Laste võõrandamine vanemast Eestis: kolm asjaolu, mida on vaja kiiresti muuta",sotsiaaltoo_articles,FILE,8,2025,,,sotsiaaltoo-4-2025-laste-voorandamine-vanemast-eestis-kolm-asjaolu-mida-on-vaja-kiiresti-muuta-2025-4
Laste väärkohtlemise märkamine ja abi osutamine tervishoius,sotsiaaltoo_articles,FILE,20,2019,,,sotsiaaltoo-3-2019-laste-vaarkohtlemise-markamine-tervishoius-2019
Laste- ja noortelaagri toetus,kov_services,TEXT,2,,,https://peipsivald.ee/sites/default/files/documents/2025-05/Laste-%20ja%20noortelaagri%20toetus.doc,kov::peipsiaare-vald::item::peipsiaare_vald_benefit_laste_ja_noortelaagri_toetus
Laste- ja noortelaagri toetus,kov_services,TEXT,2,,,https://polva.ee/perekond-sotsiaalabi-ja-tervishoid/sotsiaaltoetused-ja-teenused/,kov::polva-vald::item::polva_vald_benefit_laste_noortelaagri_toetus
Laste- ja noortelaagri toetuse taotlus,kov_services,TEXT,1,,,https://peipsivald.ee/sites/default/files/documents/2025-05/Laste-%20ja%20noortelaagri%20toetus.doc,kov::peipsiaare-vald::item::peipsiaare_vald_form_laste_ja_noortelaagri_toetus_doc
Lasteabi,kov_services,TEXT,1,,,https://haapsalu.ee/pere-sotsiaal-ja-tervishoid/teave-ja-projektid/ohvriabi/,kov::haapsalu-linn::item::haapsalu_linn_resource_lasteabi_telefon
Lasteabi,kov_services,TEXT,1,,,https://www.johvi.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/lastekaitse/,kov::johvi-vald::item::johvi_vald_resource_lasteabi_
Lasteabi,kov_services,TEXT,1,,,https://kehtna.ee/pere-sotsiaalabi-ja-tervishoid/laste-ja-perede-heaolu/lastekaitse/,kov::kehtna-vald::item::kehtna_vald_resource_lasteabi_telefon
Lasteabi,kov_services,TEXT,1,,,https://keila.ee/tahtsad-kontaktid/,kov::keila-linn::item::keila_linn_resource_lasteabi
Lasteabi,kov_services,TEXT,1,,,https://kihnu.ee/pere-sotsiaal-tervishoid/laste-ja-perede-heaolu/lastekaitse/lapsele-abi/,kov::kihnu-vald::item::kihnu_vald_resource_lasteabi_telefon_
Lasteabi,kov_services,TEXT,1,,,https://kohila.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/lastekaitse/,kov::kohila-vald::item::kohila_vald_resource_lasteabi_telefon_
Lasteabi,kov_services,TEXT,1,,,https://kohtla-jarve.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/laste-ja-perede-heaolu/,kov::kohtla-jarve-linn::item::kohtla_jarve_linn_resource_lasteabi_
Lasteabi,kov_services,TEXT,1,,,https://www.kosevald.ee/lastekaitse,kov::kose-vald::item::kose_vald_resource_lasteabi_telefon_
Lasteabi,kov_services,TEXT,1,,,https://www.laanenigula.ee/pere-sotsiaal-ja-tervishoid/abi-lapsele-ja-perele/hadaohus-ja-abivajav-laps,kov::laane-nigula-vald::item::laane_nigula_vald_resource_lasteabi_
Lasteabi,kov_services,TEXT,1,,,https://loksalinn.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/lastekaitse/,kov::loksa-linn::item::loksa_linn_resource_lasteabi_telefon
Lasteabi,kov_services,TEXT,1,,,https://www.lyganuse.ee/lastekaitse,kov::luganuse-vald::item::luganuse_vald_resource_lasteabi_
Lasteabi,kov_services,TEXT,1,,,https://mulgivald.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/lastekaitse/,kov::mulgi-vald::item::mulgi_vald_resource_lasteabi_telefon
Lasteabi,kov_services,TEXT,1,,,https://mustveevald.kovtp.ee/kasulikud-lingid,kov::mustvee-vald::item::mustvee_vald_resource_lasteabi_telefon
Lasteabi,kov_services,TEXT,1,,,https://otepaa.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/abivajav-laps,kov::otepaa-vald::item::otepaa_vald_resource_lasteabi_
Lasteabi,kov_services,TEXT,1,,,https://ruhnu.ee/pere-sotsiaal-ja-tervishoid/abi-ja-tugiteenused/lasteabi/,kov::ruhnu-vald::item::ruhnu_vald_resource_lasteabi
Lasteabi,kov_services,TEXT,1,,,https://www.saaremaavald.ee/olulised-kontaktid,kov::saaremaa-vald::item::saaremaa_vald_resource_lasteabi_
Lasteabi,kov_services,TEXT,1,,,https://www.tartu.ee/et/ToetusedTeenused,kov::tartu-linn::item::tartu_linn_resource_lasteabi_telefon
Lasteabi,kov_services,TEXT,1,,,https://www.viimsi.ee/tervishoid-ja-sotsiaalteenused/abivajav-laps-ja-pere/perenoustamine,kov::viimsi-vald::item::viimsi_vald_resource_lasteabi_telefon
Lasteabi,kov_services,TEXT,1,,,https://viljandivald.ee/pere-sotsiaal-ja-tervishoid/laste-ja-perede-heaolu/abivajav-ja-hadaohus-olev-laps,kov::viljandi-vald::item::viljandi_vald_resource_lasteabi_
Lasteabi ja abi lapsele,kov_services,TEXT,1,,,https://www.rakverevald.ee/kodanikukaitse,kov::rakvere-vald::item::rakvere_vald_resource_lasteabi_ja_abi_lapsele
Lasteabi ja abivajavast lapsest teatamine,kov_services,TEXT,1,,,https://sauevald.ee/pere-sotsiaal-ja-tervishoid/lastekaitse/teata-abivajavast-lapsest,kov::saue-vald::item::saue_vald_resource_lasteabi
Lasteabi ja hädaabinumber,kov_services,TEXT,1,,,https://parnu.ee/laps-pere,kov::parnu-linn::item::parnu_linn_resource_lasteabi__ja_
Lasteabi tulemuslikkus oleneb koostöö kvaliteedist,sotsiaaltoo_articles,FILE,22,2024,,,sotsiaaltoo-4-2024-lasteabi-tulemuslikkus-2024-4
Lasteabitelefon,kov_services,TEXT,1,,,https://sakuvald.ee/hoolekanne-ja-tervishoid/tervis-ja-lastekaitse/lastekaitse/,kov::saku-vald::item::saku_vald_resource_lasteabitelefon_
Lasteaia ja lastehoiu kohatasu toetus,kov_services,TEXT,2,,,https://www.poltsamaa.ee/lasteaia-ja-lastehoiu-kohatasu-toetus,kov::poltsamaa-vald::item::poltsamaa_vald_benefit_lasteaia_lastehoiu_kohatasu_toetus
Lasteaia ja lastehoiu kohatasu toetus,kov_services,TEXT,2,,,https://www.viimsi.ee/toiming/lasteaia-ja-lastehoiu-kohatasu-toetuse-taotlus,kov::viimsi-vald::item::viimsi_vald_benefit_lasteaia_lastehoiu_kohatasu_toetus
Lasteaia kohamaksu toetus,kov_services,TEXT,2,,,https://www.sillamae.ee/et/pere-sotsiaal-ja-tervishoid/sotsiaaltoetused-ja-teenused/sotsiaaltoetused,kov::sillamae-linn::item::sillamae_linn_benefit_lasteaia_kohamaksu_toetus
Lasteaia kohamaksu toetuse avaldus,kov_services,TEXT,1,,,https://www.sillamae.ee/sites/default/files/documents/2025-05/Lasteaia%20kohamaksu%20toetuse%20avaldus.doc,kov::sillamae-linn::item::sillamae_linn_form_lasteaia_kohamaksu_toetus
Lasteaia kohatasu ja toiduraha toetus,kov_services,TEXT,1,,,https://paide.kovtp.ee/toetuste-liigid,kov::paide-linn::item::paide_linn_benefit_lasteaia_toetus
Lasteaia kohatasu ja toiduraha toetuse avaldus,kov_services,TEXT,1,,,https://paide.kovtp.ee/sotsiaalhoolekanne,kov::paide-linn::item::paide_linn_form_lasteaia_toetus
Lasteaia kohatasu vahe hüvitamise toetus,kov_services,TEXT,2,,,https://tartuvald.ee/toiming/lasteaia-kohatasu-vahe-huvitamise-toetus,kov::tartu-vald::item::tartu_vald_benefit_lasteaia_kohatasu_vahe_huvitamise_toetus
Lasteaia osalustasu ja toidukulu toetus,kov_services,TEXT,2,,,https://www.tartu.ee/et/kohamaksu-toetus-lasteaias,kov::tartu-linn::item::tartu_linn_benefit_lasteaia_osalustasu_ja_toidukulu_toetus
Lasteaia osalustasu ja toidukulude toetus,kov_services,TEXT,2,,,https://v-maarja.ee/lasteaia-osalustasu-ja-toidukulude-toetuse-taotlemine,kov::vaike-maarja-vald::item::vaike_maarja_vald_benefit_lasteaia_osalustasu_ja_toidukulu_toetus
Lasteaia osalustasu kompenseerimine,kov_services,TEXT,2,,,https://kanepi.prelive.vportal.ee/sites/default/files/documents/2025-07/Koolieelsete%20lasteasutuste%20lapsevanema%20osalustasu%20kompenseerimine.pdf,kov::kanepi-vald::item::kanepi_vald_benefit_lasteaia_osalustasu_kompenseerimine
Lasteaia osalustasu ning lasteaia- ja koolitoidu toetus,kov_services,TEXT,2,,,https://laaneharju.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/teenused-ja-toetused,kov::laane-harju-vald::item::laane_harju_vald_benefit_lasteaia_osalustasu_ja_koolitoidu_toetus
Lasteaia osalustasu toetus,kov_services,TEXT,1,,,https://vormsi.ee/elu-vormsil/sotsiaalhoolekanne/sotsiaaltoetused/,kov::vormsi-vald::item::vormsi_vald_benefit_lasteaia_osalustasu_toetus
Lasteaia päevatoidu toetus,kov_services,TEXT,2,,,https://vormsi.ee/elu-vormsil/sotsiaalhoolekanne/sotsiaaltoetused/,kov::vormsi-vald::item::vormsi_vald_benefit_lasteaia_paevatoidu_toetus
Lasteaia sõidutoetus,kov_services,TEXT,2,,,https://parnu.ee/laps-pere,kov::parnu-linn::item::parnu_linn_benefit_lasteaia_soidutoetus
Lasteaia toidupäeva toetus,kov_services,TEXT,1,,,https://www.rapina.ee/teenused/sotsiaal-ja-tervishoid/toetused/lasteaia-toidupaeva-toetus/,kov::rapina-vald::item::rapina_vald_benefit_lasteaialapse_toitlustustoetus
Lasteaia toiduraha ja kohamaksutoetus,kov_services,TEXT,2,,,https://www.kosevald.ee/toetused-laps-ja-pere,kov::kose-vald::item::kose_vald_benefit_lasteaia_toiduraha_ja_kohamaksutoetus
Lasteaia toiduraha ja osalustasu toetus,kov_services,TEXT,2,,,https://haapsalu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/eeskirjad-korrad-ja-blanketid/,kov::haapsalu-linn::item::haapsalu_linn_benefit_lasteaia_toiduraha_ja_osalustasu_toetus
Lasteaia toidusoodustus,kov_services,TEXT,2,,,https://www.rakverevald.ee/lasteaia-toidusoodustus,kov::rakvere-vald::item::rakvere_vald_benefit_lasteaia_toidusoodustus
Lasteaia toidutoetus suurele perele,kov_services,TEXT,2,,,https://www.kosevald.ee/toetused-laps-ja-pere,kov::kose-vald::item::kose_vald_benefit_lasteaia_toidutoetus_suurele_perele
Lasteaia toitlustustasu vabastus,kov_services,TEXT,2,,,https://www.pparnumaa.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/toetused,kov::pohja-parnumaa-vald::item::pohja_parnumaa_vald_benefit_lasteaia_toitlustustasu_vabastus
Lasteaia- ja koolitoidu toetus,kov_services,TEXT,2,,,https://www.haljala.ee/lasteaia-ja-koolitoidu-toetus,kov::haljala_vald::item::haljala_vald_benefit_lasteaia_ja_koolitoidu_toetus
Lasteaia- ja koolitoidu toetus,kov_services,TEXT,1,,,https://www.voruvald.ee/toetused-lastega-peredele,kov::voru-vald::item::voru_vald_benefit_lasteaia_ja_koolitoidu_toetus
Lasteaialaste toitlustamise toetus,kov_services,TEXT,2,,,https://viljandi.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/abi-lapsele-ja-perele/,kov::viljandi-linn::item::viljandi_linn_benefit_lasteaia_toitlustamise_toetus
Lasteaialaste toitlustamise toetuse taotlus,kov_services,TEXT,1,,,https://viljandi.ee/wp-content/uploads/2025/06/Lasteaia-toidutoetus_20.pdf,kov::viljandi-linn::item::viljandi_linn_form_lasteaia_toitlustamise_toetus
"Lasteaias, lastehoius ja koolis toidu eest tasumise toetus",kov_services,TEXT,2,,,https://www.viimsi.ee/toiming/lasteaias-lastehoius-ja-koolis-toidu-eest-tasumise-toetuse-taotlus,kov::viimsi-vald::item::viimsi_vald_benefit_toidu_eest_tasumise_toetus
Lasteaiatoetus,kov_services,TEXT,2,,,https://saarde.ee/haridus-noored/taotlused-ja-toetused/lasteaiatoetus,kov::saarde-vald::item::saarde_vald_benefit_lasteaiatoetus
Lasteaiatoidu ja kooli täiendava toidukorra toetus,kov_services,TEXT,2,,,https://rougevald.ee/juhtimine-ja-majandus/asjaajamine/asjaajamisjuhised-ja-blanketid/,kov::rouge-vald::item::rouge_vald_benefit_lasteaiatoidu_ja_kooli_toidukorra_toetus
Lasteaiatoidu toetus,kov_services,TEXT,2,,,https://www.johvi.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/,kov::johvi-vald::item::johvi_vald_benefit_lasteaiatoidu_toetus
Lasteaiatoidu toetus,kov_services,TEXT,2,,,https://kehtna.ee/wp-content/uploads/2025/02/AVALDUS_lasteaia_toidutoetuse_taotlemiseks2024.pdf,kov::kehtna-vald::item::kehtna_vald_benefit_lasteaiatoidu_toetus
